reaction_id,prompt,answer,generated
R-HSA-192417,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: dimerized CEL:bile salt complex [extracellular region] (complex of CCA [extracellular region] (ChEBI: 29747), GCCA [extracellular region] (ChEBI: 29746), TCCA [extracellular region] (ChEBI: 36257), CDCA [extracellular region] (ChEBI: 36234), GCDCA [extracellular region] (ChEBI: 36252), TCDCA [extracellular region] (ChEBI: 9407), CEL [extracellular region] (UniProt: P19835))
Reactants: CHEST [extracellular region] (ChEBI: 17002), H2O [extracellular region] (ChEBI: 15377)
Products: ","CHOL [extracellular region] (ChEBI: 16113), LCFAs [extracellular region] (ChEBI: 15904)",
R-HSA-193143,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CYP19A1 [endoplasmic reticulum membrane] (UniProt: P11511)
Reactants: TEST [cytosol] (ChEBI: 17347), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378), O2 [cytosol] (ChEBI: 15379)
Products: ","EST17b [cytosol] (ChEBI: 16469), NADP+ [cytosol] (ChEBI: 58349), HCOOH [cytosol] (ChEBI: 15740), H2O [cytosol] (ChEBI: 15377)",
R-HSA-195690,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: EBP [endoplasmic reticulum membrane] (UniProt: Q15125)
Reactants: ZYMOL [endoplasmic reticulum membrane] (ChEBI: 18252)
Products: ",CHdOL [endoplasmic reticulum membrane] (ChEBI: 16290),
R-HSA-196773,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: COASY [mitochondrial outer membrane] (UniProt: Q13057)
Reactants: ATP [cytosol] (ChEBI: 30616), DP-CoA [cytosol] (ChEBI: 57328)
Products: ","ADP [cytosol] (ChEBI: 456216), CoA-SH [cytosol] (ChEBI: 57287), H+ [cytosol] (ChEBI: 15378)",
R-HSA-199425,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PHLPP (Mn2+ cofactor) [cytosol] (complex of Mn2+ [cytosol] (ChEBI: 29035), PHLPP1 [cytosol] (UniProt: O60346), PHLPP2 [cytosol] (UniProt: Q6ZVD8))
Reactants: H2O [cytosol] (ChEBI: 15377), p-T,p-S-AKT [cytosol]
Products: ","Pi [cytosol] (ChEBI: 43474), p-T-AKT [cytosol]",
R-HSA-200406,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CPT1A [mitochondrial outer membrane] (UniProt: P50416)
Reactants: CAR [mitochondrial intermembrane space] (ChEBI: 16347), PALM-CoA [cytosol] (ChEBI: 57379)
Products: ","CoA-SH [cytosol] (ChEBI: 57287), L-PCARN [mitochondrial intermembrane space] (ChEBI: 17490)",
R-HSA-2161195,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ADAL:Zn [cytosol] (complex of ADAL [cytosol] (UniProt: Q6DHV7), Zn2+ [cytosol] (ChEBI: 29105))
Reactants: abacavir monophosphate [cytosol], H2O [cytosol] (ChEBI: 15377)
Products: ","carbovir monophosphate [cytosol], cyclopropylamine [cytosol] (ChEBI: 34660)",
R-HSA-2564824,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NDOR1:CIAPIN1 oxidized [cytosol] (complex of CIAPIN1 [cytosol] (UniProt: Q6FI81), 4Fe-4S cluster [cytosol] (ChEBI: 49883), (2Fe-2S)(2+) [cytosol] (ChEBI: 33737), NDOR1 [cytosol] (UniProt: Q9UHB4), FAD [cytosol] (ChEBI: 57692), FMN [cytosol] (ChEBI: 58210))
Reactants: NDOR1:CIAPIN1 oxidized [cytosol] (complex of CIAPIN1 [cytosol] (UniProt: Q6FI81), 4Fe-4S cluster [cytosol] (ChEBI: 49883), (2Fe-2S)(2+) [cytosol] (ChEBI: 33737), NDOR1 [cytosol] (UniProt: Q9UHB4), FAD [cytosol] (ChEBI: 57692), FMN [cytosol] (ChEBI: 58210)), NADPH [cytosol] (ChEBI: 57783)
Products: ","NDOR1:CIAPIN1 reduced [cytosol] (complex of NDOR1 [cytosol] (UniProt: Q9UHB4), FAD [cytosol] (ChEBI: 57692), FMN [cytosol] (ChEBI: 58210), CIAPIN1 [cytosol] (UniProt: Q6FI81), 4Fe-4S cluster [cytosol] (ChEBI: 49883), (2Fe-2S)(1+) [cytosol] (ChEBI: 33738)), NADP+ [cytosol] (ChEBI: 58349), H+ [cytosol] (ChEBI: 15378)",
R-HSA-2672334,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SCNN channels [plasma membrane] (complex of SCNN1B [plasma membrane] (UniProt: P51168), SCNN1G [plasma membrane] (UniProt: P51170), SCNN1A [plasma membrane] (UniProt: P37088), SCNN1D [plasma membrane] (UniProt: P51172))
Reactants: Na+ [extracellular region] (ChEBI: 29101)
Products: ",Na+ [cytosol] (ChEBI: 29101),
R-HSA-3209159,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: p-T526-ERF [nucleoplasm] (UniProt: P50548)
Products: ",p-T526-ERF [cytosol] (UniProt: P50548),
R-HSA-3244605,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: TREX1 dimer [endoplasmic reticulum membrane] (complex of TREX1 [endoplasmic reticulum membrane] (UniProt: Q9NSU2)), viral DNA with 3' sticky ends [cytosol], Mg2+ [cytosol] (ChEBI: 18420)
Products: ","TREX1:viral DNA [endoplasmic reticulum membrane] (complex of TREX1 [endoplasmic reticulum membrane] (UniProt: Q9NSU2), Mg2+ [cytosol] (ChEBI: 18420))",
R-HSA-350598,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ADC [cytosol] (UniProt: Q96A70)
Reactants: L-Arg [cytosol] (ChEBI: 32682)
Products: ","AGM [cytosol] (ChEBI: 58145), CO2 [cytosol] (ChEBI: 16526)",
R-HSA-352052,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC6A20 [plasma membrane] (UniProt: Q9NP91)
Reactants: L-Pro [extracellular region] (ChEBI: 60039), Na+ [extracellular region] (ChEBI: 29101)
Products: ","L-Pro [cytosol] (ChEBI: 60039), Na+ [cytosol] (ChEBI: 29101)",
R-HSA-380224,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: RARS2 [mitochondrial matrix] (UniProt: Q5T160)
Reactants: L-Arg [mitochondrial matrix] (ChEBI: 32682), tRNA(Arg) [mitochondrial matrix], ATP [mitochondrial matrix] (ChEBI: 30616)
Products: ","Arg-tRNA(Arg) [mitochondrial matrix], AMP [mitochondrial matrix] (ChEBI: 456215), PPi [mitochondrial matrix] (ChEBI: 33019)",
R-HSA-418309,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ATP2B1-4 [plasma membrane] (complex of ATP2B1 [plasma membrane] (UniProt: P20020), ATP2B2 [plasma membrane] (UniProt: Q01814), ATP2B3 [plasma membrane] (UniProt: Q16720), ATP2B4 [plasma membrane] (UniProt: P23634))
Reactants: Ca2+ [cytosol] (ChEBI: 29108)
Products: ",Ca2+ [extracellular region] (ChEBI: 29108),
R-HSA-426086,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC12A1,2 [plasma membrane] (complex of SLC12A1 [plasma membrane] (UniProt: Q13621), SLC12A2 [plasma membrane] (UniProt: P55011))
Reactants: Cl- [extracellular region] (ChEBI: 17996), K+ [extracellular region] (ChEBI: 29103), Na+ [extracellular region] (ChEBI: 29101)
Products: ","Cl- [cytosol] (ChEBI: 17996), K+ [cytosol] (ChEBI: 29103), Na+ [cytosol] (ChEBI: 29101)",
R-HSA-428696,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PLPP1,2,3 [plasma membrane] (complex of PLPP1 [plasma membrane] (UniProt: O14494), PLPP2 [plasma membrane] (UniProt: O43688), PLPP3 [plasma membrane] (UniProt: O14495))
Reactants: H2O [cytosol] (ChEBI: 15377), C18-S1P [cytosol] (ChEBI: 60119)
Products: ","Pi [cytosol] (ChEBI: 43474), sphingosine [cytoplasm] (ChEBI: 57756)",
R-HSA-4419948,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CTDNEP1:CNEP1R1 [nuclear envelope] (complex of CTDNEP1 [nuclear envelope] (UniProt: O95476), CNEP1R1 [nuclear envelope] (UniProt: Q8N9A8))
Reactants: p-S106-LPIN [nucleoplasm], H2O [nucleoplasm] (ChEBI: 15377)
Products: ","LPIN [nuclear envelope], Pi [nucleoplasm] (ChEBI: 43474)",
R-HSA-444120,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC6A5,9 [plasma membrane] (complex of SLC6A9 [plasma membrane] (UniProt: P48067), SLC6A5 [plasma membrane] (UniProt: Q9Y345))
Reactants: Gly [extracellular region] (ChEBI: 57305), Cl- [extracellular region] (ChEBI: 17996), Na+ [extracellular region] (ChEBI: 29101)
Products: ","Gly [cytosol] (ChEBI: 57305), Cl- [cytosol] (ChEBI: 17996), Na+ [cytosol] (ChEBI: 29101)",
R-HSA-446364,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: FBLIM1 [cytosol] (UniProt: Q8WUP2), VASP [cytosol] (UniProt: P50552)
Products: ","MIGFILIN:VASP [cytosol] (complex of VASP [cytosol] (UniProt: P50552), FBLIM1 [cytosol] (UniProt: Q8WUP2))",
R-HSA-482812,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NME4 hexamer [mitochondrial inner membrane] (complex of NME4 [mitochondrial inner membrane] (UniProt: O00746))
Reactants: (d)NTP [mitochondrial matrix] (complex of GTP [mitochondrial matrix] (ChEBI: 37565), CTP [mitochondrial matrix] (ChEBI: 37563), UTP [mitochondrial matrix] (ChEBI: 46398), dATP [mitochondrial matrix] (ChEBI: 61404), dGTP [mitochondrial matrix] (ChEBI: 61429), dCTP [mitochondrial matrix] (ChEBI: 61481), dTTP [mitochondrial matrix] (ChEBI: 37568), dUTP [mitochondrial matrix] (ChEBI: 61555)), ADP [mitochondrial matrix] (ChEBI: 456216)
Products: ","(d)NDP [mitochondrial matrix] (complex of GDP [mitochondrial matrix] (ChEBI: 58189), CDP [mitochondrial matrix] (ChEBI: 58069), UDP [mitochondrial matrix] (ChEBI: 58223), dADP [mitochondrial matrix] (ChEBI: 57667), dGDP [mitochondrial matrix] (ChEBI: 58595), dCDP [mitochondrial matrix] (ChEBI: 58593), TDP [mitochondrial matrix] (ChEBI: 58369), dUDP [mitochondrial matrix] (ChEBI: 60471)), ATP [mitochondrial matrix] (ChEBI: 30616)",
R-HSA-5251959,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DNAJB1,B6,C2,C7 [cytosol] (complex of DNAJB1 [cytosol] (UniProt: P25685), DNAJB6 [cytosol] (UniProt: O75190), DNAJC2 [cytosol] (UniProt: Q99543), DNAJC7 [cytosol] (UniProt: Q99615))
Reactants: HSP70s:ATP [cytosol], H2O [cytosol] (ChEBI: 15377)
Products: ","HSP70s:ADP [cytosol], Pi [cytosol] (ChEBI: 43474)",
R-HSA-5601887,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PLD6 dimer [mitochondrial outer membrane] (complex of PLD6 [mitochondrial outer membrane] (UniProt: Q8N2A8))
Reactants: primary piRNA transcript [cytosol]
Products: ",pre-piRNA [cytosol],
R-HSA-5632892,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: RRM2B Gene [nucleoplasm] (ENSEMBL: ENSG00000048392)
Products: ",RRM2B [cytosol] (UniProt: Q7LG56),
R-HSA-5662623,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: MT1F [cytosol] (UniProt: P04733), Zn2+ [cytosol] (ChEBI: 29105)
Products: ","MT1F:7Zn2+ [cytosol] (complex of MT1F [cytosol] (UniProt: P04733), Zn2+ [cytosol] (ChEBI: 29105))",
R-HSA-5669024,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CD27 [plasma membrane] (UniProt: P26842), CD70 homotrimer [plasma membrane] (complex of CD70 [plasma membrane] (UniProt: P32970))
Products: ","CD27:CD70 homotrimer [plasma membrane] (complex of CD27 [plasma membrane] (UniProt: P26842), CD70 [plasma membrane] (UniProt: P32970))",
R-HSA-5690043,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: Cytosolic ACOTs, THEM4 [cytosol] (complex of ACOT1 [cytosol] (UniProt: Q86TX2), ACOT11 [cytosol] (UniProt: Q8WXI4), ACOT12 [cytosol] (UniProt: Q8WYK0), ACOT13 [cytosol] (UniProt: Q9NPJ3), ACOT7 [cytosol] (UniProt: O00154), ACOT7L [cytosol] (UniProt: Q6ZUV0))
Reactants: MCFA-CoA, LCFA-CoA [cytosol] (complex of LCFA-CoA [cytosol] (ChEBI: 83139), MCFA-CoA [cytosol] (ChEBI: 61907)), H2O [cytosol] (ChEBI: 15377)
Products: ","MCFA, LCFA [cytosol] (complex of LCFA [cytosol] (ChEBI: 15904), MCFA [cytosol] (ChEBI: 59554)), CoA-SH [cytosol] (ChEBI: 57287)",
R-HSA-5690886,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ACO1, IREB2 [cytosol] (complex of ACO1 [cytosol] (UniProt: P21399), IREB2 [cytosol] (UniProt: P48200))
Reactants: ACO1, IREB2 [cytosol] (complex of ACO1 [cytosol] (UniProt: P21399), IREB2 [cytosol] (UniProt: P48200)), TFRC, ALAD, FTL, FTH1 mRNAs [cytosol]
Products: ","ACO1, IREB2:TFRC, ALAD, FTL, FTH1 mRNAs [cytosol] (complex of ACO1 [cytosol] (UniProt: P21399), IREB2 [cytosol] (UniProt: P48200))",
R-HSA-5692408,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NPPC [extracellular region] (UniProt: P23582), NPR2 [plasma membrane] (UniProt: P20594)
Products: ","NPR2:NPPC [plasma membrane] (complex of NPPC [extracellular region] (UniProt: P23582), NPR2 [plasma membrane] (UniProt: P20594))",
R-HSA-5696007,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ACSF3 [mitochondrial matrix] (UniProt: Q4G176)
Reactants: VLCFA [mitochondrial matrix] (ChEBI: 58950), ATP [mitochondrial matrix] (ChEBI: 30616), CoA-SH [mitochondrial matrix] (ChEBI: 57287)
Products: ","VLCFA-CoA [mitochondrial matrix] (ChEBI: 138261), AMP [mitochondrial matrix] (ChEBI: 456215), PPi [mitochondrial matrix] (ChEBI: 33019)",
R-HSA-6782881,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: LCMT2 [cytoplasm] (UniProt: O60294)
Reactants: tRNA(Phe) containing yW-72 at 37 [cytoplasm], AdoMet [cytoplasm] (ChEBI: 59789)
Products: ","tRNA(Phe) containing yW-58 at 37 [cytoplasm], AdoHcy [cytoplasm] (ChEBI: 57856)",
R-HSA-6807053,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SC5D [endoplasmic reticulum membrane] (UniProt: O75845)
Reactants: LTHSOL [endoplasmic reticulum membrane] (ChEBI: 17168), H+ [cytosol] (ChEBI: 15378), O2 [cytosol] (ChEBI: 15379), CYP450:Fe2+ [endoplasmic reticulum membrane] (complex of ferroheme b(2-) [endoplasmic reticulum membrane] (ChEBI: 60344))
Products: ","7-dehydroCHOL [endoplasmic reticulum membrane] (ChEBI: 17759), H2O [cytosol] (ChEBI: 15377), CYP450:Fe3+ [endoplasmic reticulum membrane] (complex of ferriheme b(1-) [endoplasmic reticulum membrane] (ChEBI: 55376))",
R-HSA-6808496,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ALDH1L1 tetramer [cytosol] (complex of ALDH1L1 [cytosol] (UniProt: O75891))
Reactants: 10-formyl-THFPG [cytosol] (ChEBI: 28010), NADP+ [cytosol] (ChEBI: 58349), H2O [cytosol] (ChEBI: 15377)
Products: ","THFPG [cytosol] (ChEBI: 28624), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378), CO2 [cytosol] (ChEBI: 16526)",
R-HSA-70745,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: IVD tetramer [mitochondrial matrix] (complex of IVD [mitochondrial matrix] (UniProt: P26440), FAD [mitochondrial matrix] (ChEBI: 57692))
Reactants: ISV-CoA [mitochondrial matrix] (ChEBI: 57345), FAD [mitochondrial matrix] (ChEBI: 57692), H+ [mitochondrial matrix] (ChEBI: 15378)
Products: ","bMC-CoA [mitochondrial matrix] (ChEBI: 57344), FADH2 [mitochondrial matrix] (ChEBI: 58307)",
R-HSA-735702,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC35A2 [Golgi membrane] (UniProt: P78381)
Reactants: UDP-Gal, UDP-GalNAc [cytosol] (complex of UDP-Gal [cytosol] (ChEBI: 66914), UDP-GalNAc [cytosol] (ChEBI: 57847)), UMP [Golgi lumen] (ChEBI: 57865)
Products: ","UMP [cytosol] (ChEBI: 57865), UDP-Gal, UDP-GalNAc [Golgi lumen] (complex of UDP-Gal [Golgi lumen] (ChEBI: 66914), UDP-GalNAc [Golgi lumen] (ChEBI: 57847))",
R-HSA-75883,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DHRS7B [peroxisomal membrane] (UniProt: Q6IAN0)
Reactants: H+ [cytosol] (ChEBI: 15378), NADPH [cytosol] (ChEBI: 57783), GO3P [cytosol] (ChEBI: 73315)
Products: ","HXDG3P [cytosol] (ChEBI: 63818), NADP+ [cytosol] (ChEBI: 58349)",
R-HSA-76500,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: TBXAS1 [endoplasmic reticulum membrane] (UniProt: P24557)
Reactants: PGH2 [endoplasmic reticulum lumen] (ChEBI: 57405)
Products: ",TXA2 [endoplasmic reticulum lumen] (ChEBI: 57445),
R-HSA-77319,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ACADS tetramer [mitochondrial matrix] (complex of ACADS [mitochondrial matrix] (UniProt: P16219))
Reactants: FAD [mitochondrial matrix] (ChEBI: 57692), BT-CoA [mitochondrial matrix] (ChEBI: 57371)
Products: ","FADH2 [mitochondrial matrix] (ChEBI: 58307), Crotonoyl-CoA [mitochondrial matrix] (ChEBI: 57332)",
R-HSA-879528,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLCO2A1 [plasma membrane] (UniProt: Q92959)
Reactants: PGT substrates [extracellular region] (complex of PGD2 [extracellular region] (ChEBI: 57406), PGE1 [extracellular region] (ChEBI: 15544), PGE2 [extracellular region] (ChEBI: 606564), PGF2a [extracellular region] (ChEBI: 57404))
Products: ","PGT substrates [cytosol] (complex of PGD2 [cytosol] (ChEBI: 57406), PGE1 [cytosol] (ChEBI: 15544), PGE2 [cytosol] (ChEBI: 606564), PGF2a [cytosol] (ChEBI: 57404))",
R-HSA-8847579,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SCD5 dimer [endoplasmic reticulum membrane] (complex of SCD5 [endoplasmic reticulum membrane] (UniProt: Q86SK9))
Reactants: ST-CoA [cytosol] (ChEBI: 57394), H+ [cytosol] (ChEBI: 15378), O2 [cytosol] (ChEBI: 15379), Fe(2+)Cb5 [cytosol] (ChEBI: 16518)
Products: ","OLE-CoA [cytosol] (ChEBI: 57387), Fe(3+)Cb5 [cytosol] (ChEBI: 18097), H2O [cytosol] (ChEBI: 15377)",
R-HSA-8848339,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PNPLA5 [cytosol] (UniProt: Q7Z6Z6)
Reactants: TAG [cytosol] (ChEBI: 17855), H2O [cytosol] (ChEBI: 15377)
Products: ","DAG [cytosol] (ChEBI: 17815), LCFA(-) [cytosol] (ChEBI: 57560)",
R-HSA-8853686,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MAN2B1:Zn2+ [lysosomal lumen] (complex of MAN2B1 [lysosomal lumen] (UniProt: O00754), Zn2+ [lysosomal lumen] (ChEBI: 29105))
Reactants: alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc [lysosomal lumen] (ChEBI: 91280), H2O [lysosomal lumen] (ChEBI: 15377)
Products: ","alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc [lysosomal lumen] (ChEBI: 91279), Man [lysosomal lumen] (ChEBI: 4208)",
R-HSA-8869425,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PLA1A [extracellular region] (UniProt: Q53H76)
Reactants: H2O [extracellular region] (ChEBI: 15377), PS [plasma membrane] (ChEBI: 11750)
Products: ","2-acyl LPS [plasma membrane] (ChEBI: 37646), LCFA(-) [plasma membrane] (ChEBI: 57560)",
R-HSA-8933328,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: LYPLA2 [cytosol] (UniProt: O95372)
Reactants: PALM-C3,4-GAP43 [plasma membrane] (UniProt: P17677), H2O [cytosol] (ChEBI: 15377)
Products: ","GAP43 [plasma membrane] (UniProt: P17677), PALM [cytosol] (ChEBI: 7896)",
R-HSA-8944215,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: Alpha-1(XX) chains [endoplasmic reticulum lumen] (complex of 3x4Hyp-3Hyp-GalHyl-COL20A1 [endoplasmic reticulum lumen] (UniProt: Q9P218))
Products: ",C-linked procollagen type XX trimer [endoplasmic reticulum lumen] (complex of 3x4Hyp-3Hyp-GalHyl-COL20A1 [endoplasmic reticulum lumen] (UniProt: Q9P218)),
R-HSA-8950314,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CNN2 gene [nucleoplasm] (ENSEMBL: ENSG00000064666)
Products: ",CNN2 [extracellular region] (UniProt: Q99439),
R-HSA-8959510,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SEPHS2 [cytosol] (UniProt: Q99611)
Reactants: selanide [cytosol] (ChEBI: 29317), H2O [cytosol] (ChEBI: 15377), ATP [cytosol] (ChEBI: 30616)
Products: ","SELP [cytosol] (ChEBI: 16144), AMP [cytosol] (ChEBI: 456215), Pi [cytosol] (ChEBI: 43474), H+ [cytosol] (ChEBI: 15378)",
R-HSA-8981553,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GLUT14 / SLC2A14 tetramer [plasma membrane] (complex of SLC2A14 [plasma membrane] (UniProt: Q8TDB8))
Reactants: Glc [extracellular region] (ChEBI: 4167)
Products: ",Glc [cytosol] (ChEBI: 4167),
R-HSA-8985293,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NKX3-2 [nucleoplasm] (UniProt: P78367), RUNX2 gene [nucleoplasm] (ENSEMBL: ENSG00000124813)
Products: ","NKX3-2:RUNX2 gene [nucleoplasm] (complex of NKX3-2 [nucleoplasm] (UniProt: P78367), RUNX2 gene [nucleoplasm] (ENSEMBL: ENSG00000124813))",
R-HSA-9006508,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PVALB gene [nucleoplasm] (ENSEMBL: ENSG00000100362)
Products: ",PVALB [cytosol] (UniProt: P20472),
R-HSA-9011346,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: MSI1 [cytosol] (UniProt: O43347), ROBO3.1 mRNA [cytosol]
Products: ",ROBO3.1 mRNA:MSI1 [cytosol] (complex of MSI1 [cytosol] (UniProt: O43347)),
R-HSA-9012349,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ME3:Mg2+ tetramer [mitochondrial matrix] (complex of Mg2+ [mitochondrial matrix] (ChEBI: 18420), ME3 [mitochondrial matrix] (UniProt: Q16798))
Reactants: MAL [mitochondrial matrix] (ChEBI: 15589), NADP+ [mitochondrial matrix] (ChEBI: 58349)
Products: ","PYR [mitochondrial matrix] (ChEBI: 15361), CO2 [mitochondrial matrix] (ChEBI: 16526), NADPH [mitochondrial matrix] (ChEBI: 57783)",
R-HSA-9018505,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: EBAG9 gene [nucleoplasm] (ENSEMBL: ENSG00000147654)
Products: ",EBAG9 [Golgi membrane] (UniProt: O00559),
R-HSA-9018826,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: RHOT2:GTP [mitochondrial outer membrane] (complex of GTP [cytosol] (ChEBI: 37565), RHOT2 [mitochondrial outer membrane] (UniProt: Q8IXI1))
Reactants: RHOT2:GTP [mitochondrial outer membrane] (complex of GTP [cytosol] (ChEBI: 37565), RHOT2 [mitochondrial outer membrane] (UniProt: Q8IXI1)), H2O [cytosol] (ChEBI: 15377)
Products: ","RHOT2:GDP [mitochondrial outer membrane] (complex of GDP [cytosol] (ChEBI: 58189), RHOT2 [mitochondrial outer membrane] (UniProt: Q8IXI1)), Pi [cytosol] (ChEBI: 43474)",
